english_sentence,source_name
The EMyth Revisited: Why Most Small Businesses Don't Work and What to Do About It,Books to Scrape
Smarter Faster Better: The Secrets of Being Productive in Life and Business,Books to Scrape
Silence in the Dark Logan Point 4,Books to Scrape
Shadows of the Past Logan Point 1,Books to Scrape
Proofs of God: Classical Arguments from Tertullian to Barth,Books to Scrape
Please Kill Me: The Uncensored Oral History of Punk,Books to Scrape
Out of Print: City Lights Spotlight No. 14,Books to Scrape
My Life Next Door My Life Next Door,Books to Scrape
Man's Search for Meaning,Books to Scrape
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",Books to Scrape
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,Books to Scrape
Les Fleurs du Mal,Books to Scrape
Left Behind Left Behind 1,Books to Scrape
Kill 'Em and Leave: Searching for James Brown and the American Soul,Books to Scrape
Kierkegaard: A Christian Missionary to Christians,Books to Scrape
John Vassos: Industrial Design for Modern Life,Books to Scrape
I'll Give You the Sun,Books to Scrape
I Will Find You,Books to Scrape
Howl and Other Poems,Books to Scrape
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Books to Scrape
Future Shock Future Shock 1,Books to Scrape
Ender's Game The Ender Quintet 1,Books to Scrape
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Books to Scrape
Death by Leisure: A Cautionary Tale,Books to Scrape
Brilliant Beacons: A History of the American Lighthouse,Books to Scrape
Brazen: The Courage to Find the You That's Been Hiding,Books to Scrape
Between the World and Me,Books to Scrape
Being Mortal: Medicine and What Matters in the End,Books to Scrape
"A Murder Over a Girl: Justice, Gender, Junior High",Books to Scrape
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",Books to Scrape
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Books to Scrape
Wildlife of New York: A FiveBorough Coloring Book,Books to Scrape
What Happened on Beale Street Secrets of the South Mysteries 2,Books to Scrape
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,Books to Scrape
Under the Tuscan Sun,Books to Scrape
Toddlers Are Aholes: It's Not Your Fault,Books to Scrape
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Books to Scrape
The Story of Art,Books to Scrape
The Origin of Species,Books to Scrape
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,Books to Scrape
The Constant Princess The Tudor Court 1,Books to Scrape
The Bourne Identity Jason Bourne 1,Books to Scrape
The Bachelor Girl's Guide to Murder Herringford and Watts Mysteries 1,Books to Scrape
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Books to Scrape
Team of Rivals: The Political Genius of Abraham Lincoln,Books to Scrape
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,Books to Scrape
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",Books to Scrape
"Rich Dad, Poor Dad",Books to Scrape
Playing from the Heart,Books to Scrape
"Naturally Lean: 125 Nourishing GlutenFree, PlantBased RecipesAll Under 300 Calories",Books to Scrape
Memoirs of a Geisha,Books to Scrape
Like Never Before Walker Family 2,Books to Scrape
Leave This Song Behind: Teen Poetry at Its Best,Books to Scrape
King's Folly The Kinsman Chronicles 1,Books to Scrape
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food How to Cook Everything,Books to Scrape
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Books to Scrape
Good in Bed Cannie Shapiro 1,Books to Scrape
"Fruits Basket, Vol. 7 Fruits Basket 7",Books to Scrape
For the Love: Fighting for Grace in a World of Impossible Standards,Books to Scrape
Finding God in the Ruins: How God Redeems Pain,Books to Scrape
Every Heart a Doorway Every Heart A Doorway 1,Books to Scrape
Delivering the Truth Quaker Midwife Mystery 1,Books to Scrape
Counted With the Stars Out from Egypt 1,Books to Scrape
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Books to Scrape
Benjamin Franklin: An American Life,Books to Scrape
"At The Existentialist Caf: Freedom, Being, and apricot cocktails with: JeanPaul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice MerleauPonty and others",Books to Scrape
A Summer In Europe,Books to Scrape
A Short History of Nearly Everything,Books to Scrape
A Gathering of Shadows Shades of Magic 2,Books to Scrape
The Sound Of Love,Books to Scrape
The Rise and Fall of the Third Reich: A History of Nazi Germany,Books to Scrape
The Perks of Being a Wallflower,Books to Scrape
The Mysterious Affair at Styles Hercule Poirot 1,Books to Scrape
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Books to Scrape
The Makings of a Fatherless Child,Books to Scrape
The Joy of Cooking,Books to Scrape
The Invention of Wings,Books to Scrape
The Hobbit MiddleEarth Universe,Books to Scrape
The Great Railway Bazaar,Books to Scrape
The Golden Compass His Dark Materials 1,Books to Scrape
The Girl You Left Behind The Girl You Left Behind 1,Books to Scrape
The Fellowship of the Ring The Lord of the Rings 1,Books to Scrape
The Collected Poems of W.B. Yeats The Collected Works of W.B. Yeats 1,Books to Scrape
The Barefoot Contessa Cookbook,Books to Scrape
Tell the Wolves I'm Home,Books to Scrape
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,Books to Scrape
Musicophilia: Tales of Music and the Brain,Books to Scrape
Me Before You Me Before You 1,Books to Scrape
In the Woods Dublin Murder Squad 1,Books to Scrape
How to Stop Worrying and Start Living,Books to Scrape
Fun Home: A Family Tragicomic,Books to Scrape
"Fruits Basket, Vol. 6 Fruits Basket 6",Books to Scrape
"Death Note, Vol. 6: GiveandTake Death Note 6",Books to Scrape
Catherine the Great: Portrait of a Woman,Books to Scrape
Better Homes and Gardens New Cook Book,Books to Scrape
An Unquiet Mind: A Memoir of Moods and Madness,Books to Scrape
A Year in Provence Provence 1,Books to Scrape
World Without End The Pillars of the Earth 2,Books to Scrape
"Will Grayson, Will Grayson Will Grayson, Will Grayson",Books to Scrape
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,Books to Scrape
Where She Went If I Stay 2,Books to Scrape
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Books to Scrape
This Is Your Brain on Music: The Science of a Human Obsession,Books to Scrape
The Raven King The Raven Cycle 4,Books to Scrape
The Raven Boys The Raven Cycle 1,Books to Scrape
The Power Greens Cookbook: 140 Delicious Superfood Recipes,Books to Scrape
The Mathews Men: Seven Brothers and the War Against Hitler's Uboats,Books to Scrape
The Little Paris Bookshop,Books to Scrape
The Fault in Our Stars,Books to Scrape
The False Prince The Ascendance Trilogy 1,Books to Scrape
The Dream Thieves The Raven Cycle 2,Books to Scrape
The 5th Wave The 5th Wave 1,Books to Scrape
Tell the Wind and Fire,Books to Scrape
Tell Me Three Things,Books to Scrape
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,Books to Scrape
Shiver The Wolves of Mercy Falls 1,Books to Scrape
Red Dragon Hannibal Lecter 1,Books to Scrape
Peak: Secrets from the New Science of Expertise,Books to Scrape
My Mother Was Nuts,Books to Scrape
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,Books to Scrape
Maybe Something Beautiful: How Art Transformed a Neighborhood,Books to Scrape
Lola and the Boy Next Door Anna and the French Kiss 2,Books to Scrape
Logan Kade Fallen Crest High 5.5,Books to Scrape
Last One Home New Beginnings 1,Books to Scrape
Killing Floor Jack Reacher 1,Books to Scrape
Kill the Boy Band,Books to Scrape
Isla and the Happily Ever After Anna and the French Kiss 3,Books to Scrape
If I Stay If I Stay 1,Books to Scrape
I Know Why the Caged Bird Sings Maya Angelou's Autobiography 1,Books to Scrape
Harry Potter and the Deathly Hallows Harry Potter 7,Books to Scrape
"Fruits Basket, Vol. 5 Fruits Basket 5",Books to Scrape
Foundation Foundation Publication Order 1,Books to Scrape
Find Her Detective D.D. Warren 8,Books to Scrape
Evicted: Poverty and Profit in the American City,Books to Scrape
"Death Note, Vol. 5: Whiteout Death Note 5",Books to Scrape
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",Books to Scrape
Critique of Pure Reason,Books to Scrape
"Blue Lily, Lily Blue The Raven Cycle 3",Books to Scrape
Approval Junkie: Adventures in Caring Too Much,Books to Scrape
An Abundance of Katherines,Books to Scrape
America's War for the Greater Middle East: A Military History,Books to Scrape
Alight The Generations Trilogy 2,Books to Scrape
A Girl's Guide to Moving On New Beginnings 2,Books to Scrape
A Game of Thrones A Song of Ice and Fire 1,Books to Scrape
A Feast for Crows A Song of Ice and Fire 4,Books to Scrape
A Clash of Kings A Song of Ice and Fire 2,Books to Scrape
Vogue Colors A to Z: A Fashion Coloring Book,Books to Scrape
The Shining The Shining 1,Books to Scrape
The Perfect Play Play by Play 1,Books to Scrape
The Passion of Dolssa,Books to Scrape
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,Books to Scrape
The Hunger Games The Hunger Games 1,Books to Scrape
The Hound of the Baskervilles Sherlock Holmes 5,Books to Scrape
The Gunning of America: Business and the Making of American Gun Culture,Books to Scrape
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Books to Scrape
The Demonists Demonist 1,Books to Scrape
"The Demon Prince of Momochi House, Vol. 4 The Demon Prince of Momochi House 4",Books to Scrape
The Bone Hunters Lexy Vaughan Steven Macaulay 2,Books to Scrape
The Beast Black Dagger Brotherhood 14,Books to Scrape
Shopaholic Ties the Knot Shopaholic 3,Books to Scrape
Paper and Fire The Great Library 2,Books to Scrape
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",Books to Scrape
No One Here Gets Out Alive,Books to Scrape
Night Shift Night Shift 120,Books to Scrape
Mockingjay The Hunger Games 3,Books to Scrape
Little Women Little Women 1,Books to Scrape
Harry Potter and the Sorcerer's Stone Harry Potter 1,Books to Scrape
Harry Potter and the Prisoner of Azkaban Harry Potter 3,Books to Scrape
Harry Potter and the Order of the Phoenix Harry Potter 5,Books to Scrape
Harry Potter and the HalfBlood Prince Harry Potter 6,Books to Scrape
Harry Potter and the Chamber of Secrets Harry Potter 2,Books to Scrape
Gone with the Wind,Books to Scrape
God Is Not Great: How Religion Poisons Everything,Books to Scrape
Girl With a Pearl Earring,Books to Scrape
"Fruits Basket, Vol. 4 Fruits Basket 4",Books to Scrape
Far From True Promise Falls Trilogy 2,Books to Scrape
Dark Lover Black Dagger Brotherhood 1,Books to Scrape
Confessions of a Shopaholic Shopaholic 1,Books to Scrape
Changing the Game Play by Play 2,Books to Scrape
Can You Keep a Secret?,Books to Scrape
A Walk to Remember,Books to Scrape
A New Earth: Awakening to Your Life's Purpose,Books to Scrape
"A History of God: The 4,000Year Quest of Judaism, Christianity, and Islam",Books to Scrape
Zero History Blue Ant 3,Books to Scrape
World War Z: An Oral History of the Zombie War,Books to Scrape
Wild: From Lost to Found on the Pacific Crest Trail,Books to Scrape
"Where'd You Go, Bernadette",Books to Scrape
When You Are Engulfed in Flames,Books to Scrape
We the People: The ModernDay Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,Books to Scrape
We Are All Completely Beside Ourselves,Books to Scrape
Walk the Edge Thunder Road 2,Books to Scrape
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,Books to Scrape
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,Books to Scrape
"Unstuffed: Decluttering Your Home, Mind, and Soul",Books to Scrape
Under the Banner of Heaven: A Story of Violent Faith,Books to Scrape
"Trespassing Across America: One Man's Epic, NeverDoneBefore and Sort of Illegal Hike Across the Heartland",Books to Scrape
"Thinking, Fast and Slow",Books to Scrape
"The Wicked The Divine, Vol. 3: Commercial Suicide The Wicked The Divine",Books to Scrape
The Tipping Point: How Little Things Can Make a Big Difference,Books to Scrape
The Thing About Jellyfish,Books to Scrape
The Smitten Kitchen Cookbook,Books to Scrape
The Silkworm Cormoran Strike 2,Books to Scrape
"The Sandman, Vol. 3: Dream Country The Sandman volumes 3",Books to Scrape
The Rose the Dagger The Wrath and the Dawn 2,Books to Scrape
The Road to Little Dribbling: Adventures of an American in Britain Notes From a Small Island 2,Books to Scrape
The Rise of Theodore Roosevelt Theodore Roosevelt 1,Books to Scrape
The Restaurant at the End of the Universe Hitchhiker's Guide to the Galaxy 2,Books to Scrape
The Rest Is Noise: Listening to the Twentieth Century,Books to Scrape
The Purpose Driven Life: What on Earth Am I Here for?,Books to Scrape
The Purest Hook Second Circle Tattoos 3,Books to Scrape
The Picture of Dorian Gray,Books to Scrape
The New Guy and Other Senior Year Distractions,Books to Scrape
The Nanny Diaries Nanny 1,Books to Scrape
The Name of God is Mercy,Books to Scrape
The Maze Runner The Maze Runner 1,Books to Scrape
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,Books to Scrape
